year,cohort,school_rep_code,school_rep_name,region,estb,school_division,central_ministries,national_scholarship,central_subtotal,local_government,total_support,tuition_revenue,benefit_rate,campus_count,has_alimi,updated_at
2020,university,0000045,경일대학교,경북,사립,대학,28257930808,12667488710,15590442098,905314000,16495756098,46013829.44,35.8,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000046,경주대학교,경북,사립,대학,1878924456,784505000,1094419456,20000000,1114419456,6976203.03,16,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000185,김천대학교,경북,사립,대학,5991428662,5104486234,886942428,774950000,1661892428,20362791.77,8.2,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000063,대구가톨릭대학교,경북,사립,대학,62673326835,24064316090,38609010745,3059162000,41668172745,92699560.34,44.9,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000061,대구대학교,경북,사립,대학,65940439779,36153265950,29787173829,1075400000,30862573829,124908128.4,24.7,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000062,대구예술대학교,경북,사립,대학,3814355275,2032267670,1782087605,30000000,1812087605,7638563.21,23.7,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000042,대구한의대학교,경북,사립,대학,30372298190,13258153260,17114144930,2187061000,19301205930,49198346.28,39.2,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000065,대신대학교,경북,사립,대학,1594003120,1407175000,186828120,0,186828120,3634566.22,5.1,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000076,동양대학교,경북,사립,대학,11003054169,7633520502,3369533667,158610450,3528144117,26398333.51,13.4,2,Y,2026-08-15T07:08:44.243Z
2020,university,0000111,영남대학교,경북,사립,대학,78224060303,37428839250,40795221053,3392786000,44188007053,170120987.3,26,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000112,영남신학대학교,경북,사립,대학,1878475526,1394629167,483846359,67752000,551598359,4314826.971,12.8,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000119,위덕대학교,경북,사립,대학,9330908982,5778196530,3552712452,1248600000,4801312452,20582160.27,23.3,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000140,포항공과대학교,경북,사립,대학,78995581297,1881090210,77114491087,3243502920,80357994007,23776146.5,338,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000146,한동대학교,경북,사립,대학,23666442451,7676463800,15989978651,982500000,16972478651,31647906.04,53.6,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000052,광신대학교,광주,사립,대학,6198780375,1533808700,4664971675,0,4664971675,5515697.34,84.6,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000176,광주대학교,광주,사립,대학,27678236990,16166085350,11512151640,1767187690,13279339330,44202213.85,30,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000055,광주여자대학교,광주,사립,대학,20354576470,9240617006,11113959464,405156000,11519115464,24667440.93,46.7,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000162,남부대학교,광주,사립,대학,9218192819,6818411360,2399781459,113824000,2513605459,21387951.33,11.8,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000187,송원대학교,광주,사립,대학,8155193056,6228078310,1927114746,493900000,2421014746,18651519.03,13,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000127,조선대학교,광주,사립,대학,75252408770,36525843400,38726565370,3237788000,41964353370,145566169.6,28.8,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000157,호남대학교,광주,사립,대학,26506281099,13430643660,13075637439,3018146200,16093783639,48697699.31,33,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000158,호남신학대학교,광주,사립,대학,2833049218,1384937101,1448112117,0,1448112117,5426029.324,26.7,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000048,계명대학교,대구,사립,대학,133901606363,42837532584,91064073779,2386594810,93450668589,163092513.7,57.3,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000067,대전대학교,대전,사립,대학,40811827440,17025026334,23786801106,9752036940,33538838046,68080580.39,49.3,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000182,대전신학대학교,대전,사립,대학,1516286898,309231000,1207055898,0,1207055898,1025169.167,117.7,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000080,목원대학교,대전,사립,대학,24010824784,15999554380,8011270404,149417000,8160687404,56116572.73,14.5,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000081,배재대학교,대전,사립,대학,31782101685,15278476560,16503625125,6578831230,23082456355,57936664.59,39.8,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000184,우송대학교,대전,사립,대학,53902830777,16411511220,37491319557,128810000,37620129557,72726545.89,51.7,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000120,을지대학교,대전,사립,대학,40988369587,6920327100,34068042487,343095560,34411138047,42352121.33,81.3,3,Y,2026-08-15T07:08:44.243Z
2020,university,0000551,한국침례신학대학교,대전,사립,대학,6546348246,3638740334,2907607912,3000000,2910607912,11679117.84,24.9,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000145,한남대학교,대전,사립,대학,46580804121,20812548718,25768255403,403196590,26171451993,84485082.32,31,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000043,경성대학교,부산,사립,대학,42283207452,23798435168,18484772284,328881200,18813653484,82234747.23,22.9,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000050,고신대학교,부산,사립,대학,21791569523,8851714834,12939854689,840589000,13780443689,29690495.26,46.4,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000180,동명대학교,부산,사립,대학,37059848282,17299335220,19760513062,1336200000,21096713062,52533682.72,40.2,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000073,동서대학교,부산,사립,대학,46675941080,23344241017,23331700063,777720000,24109420063,67662502.76,35.6,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000075,동아대학교,부산,사립,대학,69576194295,35243090580,34333103715,1039416000,35372519715,138086062.4,25.6,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000077,동의대학교,부산,사립,대학,52925586113,31342950330,21582635783,624186940,22206822723,101102346.3,22,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000082,부산가톨릭대학교,부산,사립,대학,53016675812,8430963330,44585712482,1158750000,45744462482,26170761.72,174.8,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000083,부산외국어대학교,부산,사립,대학,26509902562,15056670110,11453232452,345568700,11798801152,49311188.29,23.9,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000106,신라대학교,부산,사립,대학,30913616168,16941877660,13971738508,1072435500,15044174008,56650737.02,26.6,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000035,감리교신학대학교,서울,사립,대학,2881878234,2129029680,752848554,0,752848554,9013573.55,8.4,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000037,건국대학교,서울,사립,대학,108905440424,32070511203,76834929221,3029142710,79864071931,232698112.1,34.3,2,Y,2026-08-15T07:08:44.243Z
2020,university,0000047,경희대학교,서울,사립,대학,123113945067,32801308950,90312636117,2311838700,92624474817,289984318.4,31.9,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000049,고려대학교,서울,사립,대학,222848162817,28427651400,194420511417,5295725170,199716236587,352941598.1,56.6,2,Y,2026-08-15T07:08:44.243Z
2020,university,0000053,광운대학교,서울,사립,대학,26815275968,10592463900,16222812068,2592245250,18815057318,76370613.3,24.6,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000056,국민대학교,서울,사립,대학,64684102244,21913083740,42771018504,1248944090,44019962594,151941941.7,29,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000070,덕성여자대학교,서울,사립,대학,26436260981,8454905186,17981355795,1033188850,19014544645,41306777.17,46,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000071,동국대학교,서울,사립,대학,98693339994,30218324699,68475015295,1571240940,70046256235,214686985.9,32.6,2,Y,2026-08-15T07:08:44.243Z
2020,university,0000072,동덕여자대학교,서울,사립,대학,19612396831,11255148104,8357248727,1157221510,9514470237,52311935.33,18.2,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000084,삼육대학교,서울,사립,대학,22897698569,10491719671,12405978898,1619292360,14025271258,46201973.16,30.4,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000085,상명대학교,서울,사립,대학,41299248377,19648594450,21650653927,7722634180,29373288107,107670378.7,27.3,2,Y,2026-08-15T07:08:44.243Z
2020,university,0000087,서강대학교,서울,사립,대학,45589139891,7473690301,38115449590,294857580,38410307170,102451524,37.5,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000088,서경대학교,서울,사립,대학,26163162836,9501037600,16662125236,551959150,17214084386,49019921.07,35.1,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000069,서울기독대학교,서울,사립,대학,113196900407,904218800,112292681607,0,112292681607,0,,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000091,서울여자대학교,서울,사립,대학,23459793534,11801572900,11658220634,1712446200,13370666834,53089895.47,25.2,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000539,서울한영대학교,서울,사립,대학,2280519224,1561384200,719135024,0,719135024,6045081.03,11.9,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000096,성공회대학교,서울,사립,대학,61321412682,4212929867,57108482815,1192103840,58300586655,17041987.23,342.1,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000097,성균관대학교,서울,사립,대학,165785481501,19267293800,146518187701,2186693280,148704880981,271257112.1,54.8,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000098,성신여자대학교,서울,사립,대학,23737455477,15159219100,8578236377,1103327980,9681564357,75745580.17,12.8,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000100,세종대학교,서울,사립,대학,53458069383,16790930300,36667139083,5111393480,41778532563,120201796.1,34.8,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000103,숙명여자대학교,서울,사립,대학,40723238747,13430410300,27292828447,2606096090,29898924537,103145047.7,29,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000105,숭실대학교,서울,사립,대학,53712120795,18399380167,35312740628,62686220,35375426848,135433853.5,26.1,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000110,연세대학교,서울,사립,대학,230372937740,28208604200,202164333540,4082205230,206246538770,391949729.3,52.6,2,Y,2026-08-15T07:08:44.243Z
2020,university,0000121,이화여자대학교,서울,사립,대학,75312399140,16729289404,58583109736,806818570,59389928306,201722872.4,29.4,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000125,장로회신학대학교,서울,사립,대학,25349936324,1776333800,23573602524,1000000000,24573602524,16144372.56,152.2,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000129,중앙대학교,서울,사립,대학,107768850683,29515449200,78253401483,3041650180,81295051663,261283131.8,31.1,2,Y,2026-08-15T07:08:44.243Z
2020,university,0000133,총신대학교,서울,사립,대학,5220847507,4043303000,1177544507,7485620,1185030127,25697682.35,4.6,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000134,추계예술대학교,서울,사립,대학,24636100712,1962102990,22673997722,0,22673997722,10830626.28,209.4,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000525,케이씨대학교,서울,사립,대학,4890418049,2605750867,2284667182,814000000,3098667182,9976511.314,31.1,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000142,한국성서대학교,서울,사립,대학,6786347898,2438295000,4348052898,0,4348052898,8167634.5,53.2,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000143,한국외국어대학교,서울,사립,대학,46278025184,21498299950,24779725234,1145574310,25925299544,147333499,17.6,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000150,한성대학교,서울,사립,대학,21808361446,10726817610,11081543836,782078460,11863622296,55508499.91,21.4,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000153,한양대학교,서울,사립,대학,196206769772,31983486660,164223283112,1621299870,165844582982,327516820.7,50.6,2,Y,2026-08-15T07:08:44.243Z
2020,university,0000160,홍익대학교,서울,사립,대학,45674953145,25311726800,20363226345,122415070,20485641415,195991497.1,10.5,2,Y,2026-08-15T07:08:44.243Z
2020,university,0000066,대전가톨릭대학교,세종,사립,대학,2517891536,85797500,2432094036,0,2432094036,444970,546.6,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000117,울산대학교,울산,사립,대학,62463128366,16462331835,46000796531,3225258580,49226055111,102326754.5,48.1,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000123,인천가톨릭대학교,인천,사립,대학,9012398703,1159741810,7852656893,9988000,7862644893,6549511.365,120,2,Y,2026-08-15T07:08:44.243Z
2020,university,0000124,인하대학교,인천,사립,대학,77194194353,24392522480,52801671873,5349991080,58151662953,163868470.2,35.5,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000054,광주가톨릭대학교,전남,사립,대학,17772113000,0,17772113000,0,17772113000,0,,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000074,동신대학교,전남,사립,대학,33849104712,14772330970,19076773742,4075499440,23152273182,43864479.51,52.8,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000166,목포가톨릭대학교,전남,사립,대학,5013914984,1361985750,3651929234,199076000,3851005234,3258564.166,118.2,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000064,세한대학교,전남,사립,대학,9090439372,8019649760,1070789612,54186000,1124975612,21975288.44,5.1,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000114,영산선학대학교,전남,사립,대학,58518267,0,58518267,0,58518267,59000,99.2,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000190,초당대학교,전남,사립,대학,10955432562,7041639570,3913792992,618850000,4532642992,19701845.18,23,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000186,한려대학교,전남,사립,대학,8012925273,274346600,7738578673,33450000,7772028673,2734816.18,284.2,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000173,예수대학교,전북,사립,대학,2265000335,1360897400,904102935,0,904102935,3693796.46,24.5,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000164,예원예술대학교,전북,사립,대학,2671412265,2005478160,665934105,1327940,667262045,16191202.67,4.1,2,Y,2026-08-15T07:08:44.243Z
2020,university,0000116,우석대학교,전북,사립,대학,31722650850,13807103939,17915546911,1702302945,19617849856,53833024.95,36.4,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000118,원광대학교,전북,사립,대학,59768914398,27868877635,31900036763,2575023000,34475059763,119006586.4,29,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000126,전주대학교,전북,사립,대학,50978878036,23525606784,27453271252,3856532000,31309803252,80657542.92,38.8,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000155,한일장신대학교,전북,사립,대학,3989560250,2471635500,1517924750,0,1517924750,7525305.9,20.2,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000223,호원대학교,전북,사립,대학,17344028504,12304627770,5039400734,452732950,5492133684,35400654.01,15.5,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000192,제주국제대학교,제주,사립,대학,7565402349,1248774980,6316627369,528000000,6844627369,0,,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000038,건양대학교,충남,사립,대학,29640327976,14076214300,15564113676,6356240660,21920354336,51893413.54,42.2,2,Y,2026-08-15T07:08:44.243Z
2020,university,0000169,금강대학교,충남,사립,대학,3463147628,551286333,2911861295,0,2911861295,2417714.433,120.4,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000059,나사렛대학교,충남,사립,대학,19252198545,10695097470,8557101075,2323954770,10881055845,37338008.71,29.1,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000189,남서울대학교,충남,사립,대학,31425839697,17913315140,13512524557,1515347390,15027871947,73962775.43,20.3,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000131,백석대학교,충남,사립,대학,44997645057,24760370940,20237274117,3687669510,23924943627,107357956.7,22.3,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000094,선문대학교,충남,사립,대학,39018452787,17433079214,21585373573,1118196950,22703570523,68914908.57,32.9,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000104,순천향대학교,충남,사립,대학,68613962076,17255663740,51358298336,11644013390,63002311726,92226560.27,68.3,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000128,중부대학교,충남,사립,대학,44229618706,15153813820,29075804886,1733904435,30809709321,62417531.94,49.4,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000225,청운대학교,충남,사립,대학,19759808319,12347326770,7412481549,1272357000,8684838549,43683333.07,19.9,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000141,한국기술교육대학교,충남,사립,대학,101765587144,5981972553,95783614591,482433280,96266047871,19984540.38,481.7,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000149,한서대학교,충남,사립,대학,26631630033,12963100710,13668529323,933157000,14601686323,55835505.73,26.2,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000159,호서대학교,충남,사립,대학,53297030089,22463244900,30833785189,801708880,31635494069,105798481.2,29.9,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000557,가톨릭꽃동네대학교,충북,사립,대학,3772063976,1124813200,2647250776,0,2647250776,3524693.59,75.1,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000058,극동대학교,충북,사립,대학,10902460548,7679382575,3223077973,735302020,3958379993,26690534.82,14.8,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000093,서원대학교,충북,사립,대학,24112963703,13409572480,10703391223,392260880,11095652103,44583303.27,24.9,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000099,세명대학교,충북,사립,대학,35820629226,16669553440,19151075786,1051270680,20202346466,52045574.18,38.8,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000113,유원대학교,충북,사립,대학,13348894028,7590096906,5758797122,188600000,5947397122,25047224.95,23.7,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000183,중원대학교,충북,사립,대학,14559157901,6266560810,8292597091,493745220,8786342311,28085992.2,31.3,1,Y,2026-08-15T07:08:44.243Z
2020,university,0000132,청주대학교,충북,사립,대학,28826312064,16747329054,12078983010,7987974390,20066957400,88077277.31,22.8,1,Y,2026-08-15T07:08:44.243Z
2020,junior-college,0000347,강릉영동대학교,강원,사립,전문대학,9367565091,6495593808,2871971283,391227940,3263199223,15238041.6,21.4,1,Y,2026-08-15T07:08:44.243Z
2020,junior-college,0000378,강원관광대학교,강원,사립,전문대학,2909481686,2755863933,153617753,300000000,453617753,4883365.652,9.3,1,Y,2026-08-15T07:08:44.243Z
2020,junior-college,0000348,세경대학교,강원,사립,전문대학,3060089979,2669193530,390896449,300000000,690896449,4907246.097,14.1,1,Y,2026-08-15T07:08:44.243Z
2020,junior-college,0000393,송곡대학교,강원,사립,전문대학,2942671680,1482564600,1460107080,343056000,1803163080,3318440.79,54.3,1,Y,2026-08-15T07:08:44.243Z
2020,junior-college,0000390,송호대학교,강원,사립,전문대학,2850991053,2311084670,539906383,380000000,919906383,5288204.564,17.4,1,Y,2026-08-15T07:08:44.243Z
2020,junior-college,0000542,한국골프대학교,강원,사립,전문대학,1355134095,1045000500,310133595,200000000,510133595,3206915,15.9,1,Y,2026-08-15T07:08:44.243Z
2020,junior-college,0000383,한림성심대학교,강원,사립,전문대학,15778538674,7867919850,7910618824,350990890,8261609714,16792764.91,49.2,1,Y,2026-08-15T07:08:44.243Z
2020,junior-college,0000387,경기과학기술대학교,경기,사립,전문대학,17883068149,9103133570,8779934579,878082000,9658016579,28527405.92,33.9,1,Y,2026-08-15T07:08:44.243Z
2020,junior-college,0000255,경민대학교,경기,사립,전문대학,20747308670,11636210230,9111098440,549807450,9660905890,28095777.34,34.4,1,Y,2026-08-15T07:08:44.243Z
2020,junior-college,0000259,경복대학교,경기,사립,전문대학,26548508765,17797962917,8750545848,1126139970,9876685818,39814871.25,24.8,1,Y,2026-08-15T07:08:44.243Z
2020,junior-college,0000264,계원예술대학교,경기,사립,전문대학,7868675992,6088956320,1779719672,229185840,2008905512,21632315.48,9.3,1,Y,2026-08-15T07:08:44.243Z
2020,junior-college,0000379,국제대학교,경기,사립,전문대학,9355160822,8348134660,1007026162,1162082460,2169108622,23349828.5,9.3,1,Y,2026-08-15T07:08:44.243Z
2020,junior-college,0000277,김포대학교,경기,사립,전문대학,9273214056,7472054620,1801159436,631454000,2432613436,19329800.44,12.6,1,Y,2026-08-15T07:08:44.243Z
2020,junior-college,0000278,농협대학교,경기,사립,전문대학,2241662939,464132600,1777530339,0,1777530339,2223629.99,79.9,1,Y,2026-08-15T07:08:44.243Z
2020,junior-college,0000285,대림대학교,경기,사립,전문대학,26452495874,15659511430,10792984444,854883550,11647867994,46935108.94,24.8,1,Y,2026-08-15T07:08:44.243Z
2020,junior-college,0000294,동남보건대학교,경기,사립,전문대학,15499299478,9916921634,5582377844,224906190,5807284034,30398537.02,19.1,1,Y,2026-08-15T07:08:44.243Z
2020,junior-college,0000287,동서울대학교,경기,사립,전문대학,22480528881,12916076200,9564452681,104577050,9669029731,39730554.89,24.3,1,Y,2026-08-15T07:08:44.243Z
2020,junior-college,0000298,동아방송예술대학교,경기,사립,전문대학,13356112331,7440216990,5915895341,10742950,5926638291,22497397.95,26.3,1,Y,2026-08-15T07:08:44.243Z
